,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,axis9,Bankrupt
0,-7.338294145429437,0.37330315244751694,0.30910113221894603,1.0214408401717463,-0.16260487127250403,1.4505152639144585,0.7075897951049711,-1.1976496277162463,0.5339485029148404,1
1,-2.703715037891633,-0.9864856882596017,2.154595083141321,2.472488731845897,-0.8358562061676805,0.6031415625364737,0.3201788604448971,-1.3647062437335276,0.41187579837913496,1
2,-4.307057054941238,-0.404662687434282,0.31071145506317854,0.7295936414036993,-0.3336071245413575,-0.17644712349686084,-0.025037397096250778,-0.568033432153759,0.48191443856161087,1
3,-5.830735263596992,-1.3856588399504268,1.3012458247148375,2.159919096033102,-0.7317863260145675,1.0431229326161882,-0.5630387970863429,0.19820092688359894,-0.7243830640339471,1
4,-2.343196251293835,-0.20171590179939644,-0.8064878708556428,0.894704764732824,-0.20364425347155715,0.2659713916151627,-0.3440374075260524,0.19316563270650638,-0.6065519956593255,1
5,-6.681855332759004,-0.7741309765457373,0.9275971425079989,1.6129080948542713,-0.4328746186974494,2.4721122567946114,-0.4671225939977051,-0.19359393467855496,-0.5825711344542893,1
6,-5.855967219076832,0.08213955441131296,0.628365965099911,0.03297520376670121,-0.18689025280504803,1.6986527496160189,1.1234447156024479,-2.086954519047938,0.9088146320013687,0
7,-0.44863900709274146,0.2036438702626132,-0.48760354637719433,1.1858378920698838,-0.3338503874951809,0.5808225137843118,-0.7383678320396031,0.25428713028918587,-0.8361267230635355,0
8,-0.5306486291212837,-1.3120002447038461,0.0040067939261193,-0.5851431180892971,-0.009176265129260288,-0.7266304084235953,-0.18606549769905362,0.5619629261732806,-0.48767368835194663,0
9,-0.3660749139547163,0.7356156913843536,-1.2466303842971218,0.4689629906507847,-0.14424651615542375,1.102690854954462,-0.9696797046798824,0.39176248417427273,-1.0614114755954858,0
10,-1.2171756808507812,-1.5094535251237804,2.70560943537816,2.1801271132968894,-0.6595502876446476,0.13573337064507338,0.2467017839476129,-0.8983641048419698,0.32306826581619436,0
11,-1.6008714578265908,-1.8133926973077934,2.074517410861014,0.46777593767393955,-0.3605224444965965,0.36925597722821285,0.8597498237321592,-1.3742716411039262,0.602696578957383,0
12,-1.641597497550292,-0.10207549466110295,0.5058302919074625,1.3635711837203486,-0.4137766803370995,0.6135582149514954,0.3289762916516163,-0.9921069951157172,0.03829062421509466,0
13,-1.7375133970512757,-0.8929312278632295,0.4532362547935622,1.0762831796492998,-0.46501410971961643,0.6850957647230574,-0.6448061192862578,0.016458039634802205,-0.7754963735495681,0
14,-0.42859359984676304,-1.501832108211836,2.7590370019494563,2.4624240251642484,-0.907948386225291,0.21877251598999217,-0.597341680963413,-0.1663998037235087,-0.4644074296530885,0
15,0.003501049685356989,-0.7447458970916285,1.3907448171187327,0.6261200929917042,-0.3083605429067283,0.977552145706661,0.5748345516781448,-1.3257093698395999,0.2694866101767869,0
16,-0.9933653465574765,-2.363607044890718,2.8632545517239145,1.3988035192888753,-0.6121653980192622,-0.7159490148305488,0.28602346231984976,-0.1607309609002658,0.1185319480326954,0
17,1.0272230028227038,-0.9116288920149713,1.5982148548535935,0.64144667691784,-0.35449381523405155,-0.20179658097452607,0.5812336305504906,-0.8454282472531078,0.3540598179743878,0
18,-1.1796265705208646,0.17610751025631016,0.42469413186147553,1.6067070200280058,-0.4428548073323278,0.954369590696018,-0.6908165987893465,0.07902613197554346,-0.6263114054033171,0
19,-0.1986660918697621,-1.3111107479559916,0.8766739387538622,-0.8608337802993629,-0.03358178772473216,0.3103139151902397,1.5518167378243175,-2.0250961917774264,0.939878683441819,0
20,-0.3863551798731025,-2.497702291163506,3.9481569835278885,1.8437438197900544,-0.9115972026169112,0.304404971324474,0.5758039746886504,-1.4102856255292737,0.5551699648690978,0
21,0.5514697188522554,-0.5623458661748031,-0.03141600524336425,-0.40230666922977915,-0.082716353155693,0.3822199052807168,-0.3357049649735249,0.0634486242013638,-0.4369366184827111,0
22,-0.6982482416233343,-0.025817681950048996,1.2229634792049195,1.3677542875694089,-0.4347857702312393,1.7197780850196867,0.38568027916496367,-1.4904371000269852,0.12186413704568086,0
23,-1.2680499141303718,1.280148210238618,0.1280670608669014,0.6852397339049056,-0.10321530806198309,1.3544231195235759,0.24494266052350183,-0.7280519750685303,0.23072595090100181,0
24,-1.6592707318886002,2.254706463729163,-0.7391872071339586,1.6901433312860226,-0.31379418791253777,1.9192462229868181,-0.3369321780338801,-0.7678168332502064,-0.35683062494901147,0
25,-3.392939928318197,-1.8224071136223443,2.845959505237776,1.9250189404440867,-0.8133238224664946,1.0997349200363717,0.3433691320558668,-1.3233690074287077,0.30567136524213134,0
26,0.046882462858158565,-0.8639649140179941,1.6229340648680386,0.951916597286427,-0.324983200581269,1.2485716560904794,0.9658956729746396,-1.5833341967437942,0.41236643863633315,0
27,2.259613031405875,-1.2535740568004388,1.3949387867138783,-0.8924770666880841,-0.07586445167623834,0.8524170769441856,-0.30898046922358086,0.4271866751605355,-1.0030258377506316,0
28,-0.5274899306415365,-1.3106060632100422,1.446722476505549,0.9028002601907648,-0.4919574254295743,0.03899681120137141,-0.32176032264296056,0.044446453915776674,-0.45945829625349366,0
29,-5.96471968487105,2.5190464323910473,-1.6209736048804377,0.34908823726260874,0.016801255555400563,1.325463542676844,-0.08850048619557216,-0.6031061616973525,-0.0656336279417592,1
30,-5.6782084378245345,1.3990850392418086,1.2900984536255342,2.568690520265954,-0.5363427926185195,2.0058016517106916,0.4728195305083411,-1.5308519258675772,0.38516884212930685,1
31,-3.322095799469406,1.2841941856755381,0.2611072711229202,1.6876968031424866,-0.29442008291656213,2.5489143775261813,0.8130936101419522,-2.25287037905907,0.4444254387026211,0
32,-0.83697814546299,0.22051686168242132,-0.39559398286025904,1.4835485623524791,-0.3908144371369478,0.3667909408420515,-0.66044211684001,0.16544914047105982,-0.670394691502709,0
33,-0.7231751334634522,-1.220286045418547,0.09196231178531049,0.015056395727843888,-0.1506999552662109,-0.5448100255801713,-0.045540988015032084,0.4906311333933776,-0.11433546328177245,0
34,-1.0076142411526328,0.9127832513639824,-2.089389088104538,0.12973298432146535,-0.005946583629160857,0.3771287878645256,-0.7344957859149308,0.3434041630489999,-0.8051019487725529,0
35,-1.589318302348726,-1.4356483848676338,2.912890116059054,2.2811781455031404,-0.7189780923866403,0.41348102100107154,0.20343747704065554,-1.047927536123237,0.33281352378542645,0
36,-2.4976972355599174,-1.1966703461405177,1.893328951445859,1.0363363192225687,-0.5072300337210245,0.9439498446810948,0.9259174336221258,-1.7822681544103651,0.7175382190358142,0
37,-1.8644736187872684,-0.4612451188325964,0.9080715781838775,1.589872728742912,-0.5777584979894654,0.43414980618398413,0.07561270848090743,-0.904621810263541,0.020856624314661478,0
38,-1.5481690949891844,-1.3816158962688538,1.206105773196814,1.3869861941840442,-0.6298264956355166,0.018294247886000186,-0.6442625850556106,0.007718846088632234,-0.6903288435149286,0
39,-1.3079835562574778,-2.037483706682392,2.4463866423511353,1.7291302265777884,-0.7958904501833357,-0.1288733257079689,-0.8297219884691682,0.45598704093730086,-0.6497183802449816,0
40,-0.18016082654587084,-0.6793361789296756,1.6938075234006966,0.7636053470797064,-0.3811623540113473,0.9120676716316669,1.0323606622334598,-1.7621180919028787,0.6627500197698194,0
41,-1.0869879539068914,-2.1465098606696804,2.564743505548178,1.4199555664775776,-0.5699711032669733,-0.5894281627673043,0.2666377664612583,-0.057475658223127064,0.13704690938798164,0
42,0.1889796267905066,-0.8616408203367947,1.0389205043493615,0.3817853654299105,-0.28541224124844494,0.027202661076640208,0.5778214101724626,-0.872878890260858,0.3369086053352287,0
43,-0.4995784823996656,0.7625908902429568,-0.06676094555371222,1.98470403418633,-0.4237884924996183,1.0575251214710073,-0.5483873857653199,-0.15456638865083142,-0.5340774044794259,0
44,0.05717252720340326,-0.9383022222130678,0.7868632720764127,-0.7402934598336913,-0.03566527634066052,0.7434933010570574,1.6384057486104584,-2.1705305449199974,0.8785046275471029,0
45,-0.48026670295323093,-2.2653788464978275,3.95414320696248,2.537671965981725,-1.0621025779304498,0.8222000443415642,0.3846485404548436,-1.6288007874350496,0.32995966386234027,0
46,0.4603613498823618,-0.4772476183308557,-0.3045876220155065,-0.5243318654666924,-0.006812862785948993,-0.13256294055930237,0.05389118883984828,-0.10262770339167027,-0.12374795019305927,0
47,-0.12719459396868324,0.2175413327535875,0.9377269208287574,1.3229554406678792,-0.39548872912991423,1.8694003200004727,0.4664009730663358,-1.557855829568742,0.1889458193951675,0
48,-2.250911537451662,1.2222621280228865,0.5378895002001479,1.3058139360847814,-0.28625579759164727,0.21196460805573197,0.8981059647580306,-1.205936060922086,0.8297819440428433,0
49,-1.767932988165304,1.6750614498309389,-0.5905027433541613,1.2353003376489107,-0.21218917504141044,1.3091498950830915,0.07768846536434823,-0.8179834153952563,0.01611504415215968,0
